1000000,0.4865,0.4885,0.00968246
1200000,0.61975,0.622,0.0130839
1400000,0.720375,0.717,0.0134623
1600000,0.81275,0.813,0.0113771
1800000,0.91925,0.9195,0.00478931
2000000,1.02888,1.0255,0.011118
2200000,1.14412,1.1375,0.0179404
2400000,1.248,1.2445,0.009
2600000,1.357,1.356,0.00887412
2800000,1.46013,1.459,0.00532535
